subject,predicate,object,root,synonyms
anions and cations,are linked,mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
in complex with rapamycin,has,emsp14  Aring  resolution,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
in complex with rapamycin,been,emsp14  Aring  resolution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
in complex with rapamycin,determined,emsp14  Aring  resolution,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
Zn atom,is coordinated,tridentate manner,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
Zn atom,is,tridentate manner,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
coordination geometry,is,mer configuration,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
thiolate S atom,is,two ligands in the mer configuration,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
multimodular scaffoldin,is,central component,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
multimodular scaffoldin subunit,is,central component of the cellulosome,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
alignment and calibration,is,data collection,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
cyano group,lies,pyrazole ring,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
pyrazole ring,has,C mdash,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
H atom,is disordered,N atoms,disorder,"{'disarray', 'cark', 'perturb', 'distract', 'disorder', 'disquiet', 'trouble', 'unhinge'}"
NH H atom,is disordered,two ring N atoms,disorder,"{'disarray', 'cark', 'perturb', 'distract', 'disorder', 'disquiet', 'trouble', 'unhinge'}"
title compound,has,planar molecules,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
hydrogen bonds,are found,crystal structure,found,"{'institute', 'establish', 'base', 'found', 'launch', 'constitute', 'plant'}"
metal fragments,are linked,structure of the complex,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
metal fragments,is,structure of the complex,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ZnO2Cl2 tetrahedra and SeO3E tetrahedra,being,lone pair,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Cl atoms,protrude,adjacent layers,protrude,"{'pouch', 'pop', 'bulge', 'jut', 'project', 'protrude'}"
synthetic polymorphs,lies,packing of the layers,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
neutral networks,is,Hg atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
neutral networks,based,Hg atom,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
Photoluminescent investigations,reveal,strong emission,reveal,"{'impart', 'expose', 'uncover', 'show', 'reveal', 'display', 'unveil', 'discover', 'divulge', 'disclose'}"
Photoluminescent investigations,displays,strong emission,display,"{'expose', 'exhibit', 'show', 'reveal', 'display'}"
title molecule,confirms,ndash boat,confirm,"{'confirm', 'sustain', 'reassert', 'affirm', 'support', 'substantiate', 'corroborate'}"
single crystals,were measured,space group,measure,"{'valuate', 'appraise', 'quantify', 'measure', 'assess', 'evaluate', 'value'}"
single crystals with temperature,were measured,compounds with Ni and Rh,measure,"{'valuate', 'appraise', 'quantify', 'measure', 'assess', 'evaluate', 'value'}"
piperidone ring,adopts,chair conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
methylphenyl rings,are oriented,piperidone plane,orient,"{'orient', 'orientate', 'point'}"
crystal packing,is characterized,mdash H,characterize,"{'qualify', 'characterise', 'characterize'}"
stable conformation,is,solid state,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
alignment of the material,is induced,structural characterization,induce,"{'induce', 'rush', 'induct', 'stimulate', 'hasten', 'make', 'cause'}"
alignment of the material,allows,structural characterization,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
elongational flow at the centre of this device,is induced,improved structural characterization,induce,"{'induce', 'rush', 'induct', 'stimulate', 'hasten', 'make', 'cause'}"
elongational flow at the centre of this device,allows,improved structural characterization,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
title compound,is,the methanol disolvate,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
asymmetric unit,contains,V atoms,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
thiocarbonohydrazide and methanol,are linked,mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
title complex,are,asymmetric unit,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
acetate ligand,are linked,fluconazole ligands,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
methanol solvent,is linked,mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
title complex,lies,inversion center,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
inversion center,is coordinated,N atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
O atoms,is,octahedral geometry,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
CoII atom in the title complex,lies,distorted octahedral geometry,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
CoII atom in the title complex,is coordinated,distorted octahedral geometry,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
axial direction,is,N atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
aqua O atom,is,carboxylato O atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,comprises,water of crystallization,comprise,"{'contain', 'be', 'represent', 'incorporate', 'consist', 'comprise', 'constitute'}"
S contact,is,DABT ligands,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Zn atom,is,distorted octahedron,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
The coordination geometry of the Zn atom,is,two O atoms from the chelidamate ligand,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
library entries,are tailored,rigid body,tailor,"{'tailor-make', 'tailor', 'shoehorn', 'sew', 'cut'}"
library entries,constrained,rigid body,constrain,"{'stiffen', 'constrain', 'tighten', 'restrain', 'encumber', 'cumber'}"
library entries,known,rigid body,know,"{'recognize', 'bonk', 'know', 'love', 'recognise', 'experience', 'cognize', 'eff', 'jazz', 'bed', 'hump', 'bang', 'live', 'fuck', 'acknowledge', 'screw'}"
ethyl acetate,is,inversion center,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
natural aluminosilicate,used,support for metals,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
amorphous natural aluminosilicate,used,support for metals in the preparation of catalysts,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
SANS spectrum,indicates,broad size,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
structure model,is,vitreous silica,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
vitreous silica,is,O atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
vitreous silica,consisting,O atoms,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
lactone ring,was,nucleophilic reaction,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
lactone ring,formed,nucleophilic reaction,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
methyl and amino,are located,cis positions,locate,"{'place', 'settle', 'site', 'situate', 'locate'}"
methyl and amino groups,are located,puckering of the lactone ring,locate,"{'place', 'settle', 'site', 'situate', 'locate'}"
hydrogen bonds,extend,molecular packing,extend,"{'go', 'lead', 'exsert', 'expand', 'stretch', 'widen', 'extend', 'offer', 'broaden', 'cover', 'pass', 'run'}"
hydrogen bonds,stabilize,molecular packing,stabilize,"{'brace', 'steady', 'stabilise', 'stabilize'}"
title compound,is,aminonaphthoquinone derivative,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
naphthoquinone moieties,are connected,mdash H,connect,"{'colligate', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
centrosymmetric naphthoquinone moieties,are connected,N mdash H,connect,"{'colligate', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
c axis,occurring,naphthoquinone skeleton,occur,"{'happen', 'occur', 'hap', 'pass'}"
translation along the c axis,are stacked,shortest intermolecular C,stack,"{'stack', 'heap', 'pile'}"
O interactions,are,C mdash,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,has,inversion center,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
cyclohexyl groups,are,H atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
molecule of the title compound,has,crystallographically imposed inversion center,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
crystallographically imposed inversion center,are,methine H atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
protein molecule,is proposed,accurate estimate,propose,"{'suggest', 'nominate', 'propose', 'advise', 'purport', 'purpose', 'project', 'aim'}"
cavities within the protein molecule,is proposed,calculation of the scattering intensities,propose,"{'suggest', 'nominate', 'propose', 'advise', 'purport', 'purpose', 'project', 'aim'}"
cavities within the protein molecule accessible to the solvent,is proposed,of the solvent influence and for calculation of the scattering intensities,propose,"{'suggest', 'nominate', 'propose', 'advise', 'purport', 'purpose', 'project', 'aim'}"
quantitative divergences,be,small increase,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
groups of helices,do,scattering indicatrices,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
groups of helices,lead,scattering indicatrices,lead,"{'go', 'lead', 'contribute', 'guide', 'extend', 'leave', 'take', 'conduct', 'conduce', 'head', 'pass', 'top', 'run', 'result', 'direct'}"
Bragg geometry,was,acoustic waves,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Bragg geometry,used,acoustic waves,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
Bragg geometry,investigate,acoustic waves,investigate,"{'enquire', 'investigate', 'inquire'}"
thermal contribution,causes,angular displacement,cause,"{'stimulate', 'do', 'induce', 'make', 'cause'}"
Bragg profile,was,time resolution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Bragg profile,mapped,time resolution,map,{'map'}
ultrasonic oscillation,was,stroboscopic system,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ultrasonic oscillation,measured,stroboscopic system,measure,"{'valuate', 'appraise', 'quantify', 'measure', 'assess', 'evaluate', 'value'}"
ultrasonic oscillation,using,stroboscopic system,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
Si wafer,was,ultrasonic power,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Si wafer,determined,ultrasonic power,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
centre of the Si wafer,was,given ultrasonic power,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
centre of the Si wafer,determined,given ultrasonic power,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
Simple modelling,using,finite differences,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
Simple modelling using finite differences,was,acoustic and thermal contributions,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Simple modelling using finite differences,determining,acoustic and thermal contributions,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
Portland cements,have been,tricalcium silicate,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Portland cements,synthesized,tricalcium silicate,synthesize,"{'synthesize', 'synthesise'}"
synthesized samples,check,amorphous phase,check,"{'hold', 'jibe', 'ascertain', 'contain', 'gibe', 'curb', 'tick', 'correspond', 'match', 'tally', 'delay', 'insure', 'fit', 'assure', 'control', 'check', 'moderate', 'agree', 'retard', 'ensure'}"
relative errors,are,main phases,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
routine application,is,cement industry,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
recent research,indicates,Dsb proteins,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
pathogenic bacteria,have,extended arsenal,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
process of oxidative folding,containing,wide repertoire of Dsb proteins,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
SeSrgA crystals,diffracted,resolution limits,diffract,{'diffract'}
resolution limits,belonged,space groups,belong,"{'lie', 'belong', 'dwell', 'consist'}"
polymer solutions,are calculated,distribution function,calculate,"{'estimate', 'account', 'cipher', 'cypher', 'depend', 'compute', 'figure', 'forecast', 'count', 'reckon', 'bet', 'calculate', 'aim'}"
polymer solutions,applying,distribution function,apply,"{'use', 'employ', 'utilize', 'utilise', 'practice', 'apply', 'enforce', 'implement'}"
concentrated polymer solutions,are calculated,radial distribution function,calculate,"{'estimate', 'account', 'cipher', 'cypher', 'depend', 'compute', 'figure', 'forecast', 'count', 'reckon', 'bet', 'calculate', 'aim'}"
concentrated polymer solutions,applying,radial distribution function,apply,"{'use', 'employ', 'utilize', 'utilise', 'practice', 'apply', 'enforce', 'implement'}"
issue of the Journal of Synchrotron Radiation,is,special issue including papers from the PhotonDiag2015 workshop,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
linear polyethylene,was,SAXS camera,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
linear polyethylene,followed,SAXS camera,follow,"{'adopt', 'follow', 'postdate', 'comply', 'espouse'}"
scattering patterns,were,emsp14 s intervals,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
scattering patterns,were recorded,emsp14 s intervals,record,"{'commemorate', 'enter', 'record', 'register', 'read', 'tape', 'memorialise', 'immortalize', 'memorialize', 'immortalise'}"
temperatures between 115 and 126 deg C,were,30 emsp14 s in 50 emsp14 s intervals,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
temperatures between 115 and 126 deg C,were recorded,30 emsp14 s in 50 emsp14 s intervals,record,"{'commemorate', 'enter', 'record', 'register', 'read', 'tape', 'memorialise', 'immortalize', 'memorialize', 'immortalise'}"
data acquisition,was,time periods,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
data acquisition,obtain,time periods,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
data acquisition rate,was,change of the scattering patterns,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
data acquisition rate,obtain,change of the scattering patterns,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
data acquisition rate,were,change of the scattering patterns,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
thickness value,is,crystallization temperatures,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
SAXS intensity,changing,Bragg peak,change,"{'change', 'interchange', 'deepen', 'vary', 'convert', 'commute', 'alter', 'exchange', 'switch', 'transfer', 'modify'}"
Bragg peak,indicate,crystal thickening,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
crystal thickening,cooling,room temperature,cool,"{'cool', 'chill'}"
Ni coordination,giving,coordination number,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
one O atom and one N atom,giving,total coordination number,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
new polymorph,has been,room temperature,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
new polymorph,determined,room temperature,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
amino group,is formed,isocyanide groups,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
title compound,is,molecular clip,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
benzene ring,is fused,N atoms,fuse,"{'combine', 'conflate', 'fuse', 'commingle', 'blend', 'coalesce', 'flux', 'merge', 'meld', 'immix', 'mix'}"
isovanillin group,makes,dihedral angle,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
biological macromolecules,are,particular interest,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
characterization of the device,is focussed,temperature distribution,focus,"{'focalize', 'rivet', 'center', 'concentrate', 'sharpen', 'pore', 'concentre', 'centre', 'focus'}"
phase angles,is,extremal values,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
tangent formula,be,optimization problems,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Erbium dinickel,crystallizes,structure type,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
Erbium dinickel,is,structure type,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
structure type,is,ordered superstucture,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Erbium dinickel disilicide,crystallizes,tetragonal ThCr2Si2 structure type,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
tetragonal ThCr2Si2 structure type,is,ordered superstucture of the BaAl4 type,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
N atoms,is,O atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
N atoms,displaced,O atom,displace,"{'move', 'uproot', 'displace', 'bump', 'dislocate', 'deracinate', 'dislodge'}"
N atoms from the N4 plane,is,axially coordinated perchlorate ion,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
N atoms from the N4 plane,displaced,axially coordinated perchlorate ion,displace,"{'move', 'uproot', 'displace', 'bump', 'dislocate', 'deracinate', 'dislodge'}"
cyclohexene ring,has,envelope conformation,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
isoxazolidine ring,adopts,twisted conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
pi  interactions,are observed,crystal structure,observe,"{'honour', 'respect', 'celebrate', 'find', 'note', 'honor', 'mention', 'detect', 'keep', 'remark', 'observe', 'notice', 'watch', 'discover'}"
title compound,adopts,extended conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
crystal growth,was,video camera,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
crystal growth,monitored,video camera,monitor,"{'supervise', 'monitor'}"
image analysis,provided,spatial distribution,provide,"{'supply', 'allow', 'furnish', 'leave', 'cater', 'ply', 'render', 'provide'}"
crystallization process,occurs,batch conditions,occur,"{'happen', 'occur', 'hap', 'pass'}"
crystallization process,does,batch conditions,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
induction time,are,in gel and in solution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
in gel and in solution,suggesting,experimental conditions,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
in gel and in solution,is controlled,experimental conditions,control,"{'control', 'command', 'hold', 'master', 'operate', 'ascertain', 'contain', 'verify', 'check', 'manipulate', 'curb', 'moderate', 'insure', 'ensure', 'assure'}"
Growth rate and induction time,are,crystal growth rate,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Growth rate and induction time,suggesting,crystal growth rate,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
crystal growth rate,is controlled,interface under the used experimental conditions,control,"{'control', 'command', 'hold', 'master', 'operate', 'ascertain', 'contain', 'verify', 'check', 'manipulate', 'curb', 'moderate', 'insure', 'ensure', 'assure'}"
cholesterol crystallization,have received,considerable attention,receive,"{'get', 'receive', 'obtain', 'invite', 'experience', 'have', 'undergo', 'encounter', 'welcome', 'incur'}"
considerable attention,plays,vital role,play,"{'spiel', 'act', 'play'}"
other fundamental aspects of cholesterol crystallization,have received,atheroclerotic plaques and gallbladder stones,receive,"{'get', 'receive', 'obtain', 'invite', 'experience', 'have', 'undergo', 'encounter', 'welcome', 'incur'}"
other fundamental aspects of cholesterol crystallization,plays,atheroclerotic plaques and gallbladder stones,play,"{'spiel', 'act', 'play'}"
growth and other fundamental aspects of cholesterol crystallization,have received,formation of atheroclerotic plaques and gallbladder stones,receive,"{'get', 'receive', 'obtain', 'invite', 'experience', 'have', 'undergo', 'encounter', 'welcome', 'incur'}"
growth and other fundamental aspects of cholesterol crystallization,plays,formation of atheroclerotic plaques and gallbladder stones,play,"{'spiel', 'act', 'play'}"
presence of magnetic field,was,metastable zone width and induction period of cholesterol,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
presence of magnetic field,found,metastable zone width and induction period of cholesterol,found,"{'institute', 'establish', 'base', 'found', 'launch', 'constitute', 'plant'}"
presence of magnetic field,have,metastable zone width and induction period of cholesterol,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
amide unit,has,trans conformation,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
molecule of the title compound,has,usual trans conformation,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
hydrogen bonds,link,infinite chains,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
inversion centre,is coordinated,N atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
twofold axis,links,complex molecules,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
title complex,lies,centre of symmetry,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
title compound,confirms,space group,confirm,"{'confirm', 'sustain', 'reassert', 'affirm', 'support', 'substantiate', 'corroborate'}"
space group,made,Ng  amp  ,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
Almost all atoms,lie,mirror planes,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
hydrogen bonds,link,supramolecular network,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
diffraction experiments,conducted,K alpha  ,conduct,"{'acquit', 'lead', 'behave', 'guide', 'take', 'deport', 'conduct', 'convey', 'comport', 'carry', 'channel', 'transmit', 'direct'}"
diffraction experiments,using,K alpha  ,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
Crystal diffraction experiments,conducted,Cu emsp14 K alpha  ,conduct,"{'acquit', 'lead', 'behave', 'guide', 'take', 'deport', 'conduct', 'convey', 'comport', 'carry', 'channel', 'transmit', 'direct'}"
Crystal diffraction experiments,using,Cu emsp14 K alpha  ,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
beta  protein,having,charge distribution,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
charge distribution,is,fungal protein,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
fungal protein,is,killer toxin,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
hitherto unknown fold,having,electrostatic charge distribution,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
electrostatic charge distribution,is,secreted fungal protein,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
secreted fungal protein,is,mrakii killer toxin,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
surface electrostatic charge distribution,is,small secreted fungal protein,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
potential recognition sites,suggesting,negatively charged target,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
potential recognition sites of the two proteins,suggesting,similar negatively charged target,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
polarised neutrons,allows,more precise determination,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
